rainfall_24h_mm,rainfall_72h_mm,river_level_m,river_level_change_rate,soil_saturation_pct,upstream_dam_release_m3s,temperature_c,wind_speed_kmh,elevation_m,distance_to_river_km,drainage_capacity_index,urbanization_pct,population_density_per_km2,previous_flood_history,flood_severity,resource_demand_units
52.29543176249874,81.81818112389753,5.176496249123616,0.4939423104517556,59.46804918157671,109.33953998791054,30.60572751295085,41.38390251472569,77.18551670888296,17.05600915148274,0.4275249232926041,87.14295579005262,2336.7005294119326,1,Moderate,9261.607461703417
70.88363974464663,194.8708385349319,6.653749693583623,0.754337883841701,91.45939034578777,128.90353101406404,17.914020463743288,47.034319537286535,88.18890577651699,0.05,0.8144874777269198,52.50344298724856,1258.2878049007713,1,Low,7230.669505397861
45.93038950767844,131.510887587253,4.996063084322985,0.560176599537479,83.53450623251068,201.84627132391984,33.58608248537848,11.611426784189344,53.37193624925352,0.2881764435437053,0.44742349174994284,30.109015126185845,262.9997663933443,0,Moderate,6583.461662405433
41.126760562527515,82.77696604304951,5.019967989889239,0.4336976885006595,54.88351269917889,119.50460577153703,31.91535345479019,11.157416267305287,47.8946266492232,0.33153756326399564,0.9293308503093811,51.584178501306454,1705.2803109186623,0,Low,7381.645479337958
76.98138323887251,173.5312364281196,5.732195533278274,0.4942851017159486,95.22142866292252,158.63210843210732,26.744940703404545,101.31416537548952,37.51054256559733,0.6646063109975858,0.43084135299271376,52.93867573638282,1254.6259483511592,1,High,8631.540990479782
43.83433852726268,85.87830090287692,3.952504505394321,0.6177324965502784,66.15099140348869,131.00481605264835,8.188007154084143,47.19184149622106,94.27015008733996,0.09100326983785009,0.9496948845620692,78.88757124698441,192.2125866896272,1,Low,6552.5046131352065
58.65012697435119,143.5442665635795,5.953064514831475,0.8207656114062687,88.14055803372194,94.47009890824307,19.1583543732403,14.636558341090415,90.94353477172156,3.543549868320853,0.8365853457913414,21.28657517034048,1368.1609924232798,0,High,7215.168409923675
54.73715245734354,171.785496785805,6.454264069308497,0.6326863176794117,98.17393890972178,199.2924654433052,27.56347488547901,19.133692866888058,98.85899829144158,1.9001159070126854,0.3563178510667239,43.074457649356326,2327.2798869859557,1,High,8720.305444732083
76.93533979059804,232.25892908438678,7.4800568629707085,0.8872782946629816,100.0,276.12874148677025,20.721804464494276,36.2604194224742,73.25954381713555,0.5951981417616099,0.38594795467070697,85.14068785382882,4935.516442963207,1,High,12492.100770848827
35.98051261631763,126.97864016230731,4.745630113528348,0.37583263737856254,64.39273906472502,173.34776166731822,15.41110007948388,39.57623743111503,27.482505156212437,1.6096950072374347,0.7820787103215963,32.63601503415121,979.7260599720299,1,Moderate,7071.839087540449
